modelo,impulso,resposta,h,lags,coef,se,t,pvalor,ci_low,ci_high,significativo_90,nobs,r2,hac_maxlags
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,0,3,0.010603935201600426,0.013539520040815161,0.7831839806458903,0.4335190805659983,-0.011666593444716537,0.03287446384791739,False,269,0.7082558408168983,3
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,1,3,0.05346320507264353,0.026516212476425275,2.016245914463688,0.043774267422431734,0.009847916807779536,0.09707849333750752,True,268,0.7280724364495961,3
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,2,3,0.04515310169594758,0.04362241893654247,1.0350893599374165,0.3006271811110981,-0.026599392308220893,0.11690559570011605,False,267,0.6900086734602893,3
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,3,3,0.05093003321177497,0.05181065304295943,0.9830031126908537,0.3256059066929009,-0.03429090736066118,0.13615097378421112,False,266,0.6603269112770036,4
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,4,3,0.05044550934411515,0.054111323440878885,0.9322542147621109,0.3512051633354112,-0.0385596972767587,0.139450715964989,False,265,0.6403221118617365,5
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,5,3,0.042529976645608314,0.05849021713127208,0.7271297446230449,0.46714647895283923,-0.05367786914394371,0.13873782243516034,False,264,0.6299907668142198,6
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,6,3,0.005733132343808123,0.06534495958852134,0.08773641272272237,0.9300861780354981,-0.10174976143836857,0.11321602612598482,False,263,0.6144811706316657,7
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,7,3,0.0048253054229411285,0.06773467174579914,0.07123833774599182,0.9432080698010761,-0.106588315068504,0.11623892591438625,False,262,0.6052427337515973,8
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,8,3,0.007241441293744655,0.06634102442177194,0.10915480062089822,0.913079709900831,-0.1018798333420831,0.11636271592957241,False,261,0.5889179264367757,9
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,9,3,0.02858264919667347,0.07139291270300499,0.4003569558168538,0.6888936232161491,-0.08884824220149412,0.14601354059484106,False,260,0.5708418106348186,10
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,10,3,0.038837641981792126,0.0788768028271023,0.4923835727333436,0.6224482099856614,-0.09090315323070322,0.16857843719428747,False,259,0.555421919819614,11
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,11,3,0.010959420012462195,0.08213636605361628,0.13342957010428486,0.8938536609236434,-0.12414287959544232,0.1460617196203667,False,258,0.5450843200615136,12
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,12,3,-0.0212054082434997,0.0875251792955958,-0.24227780410347288,0.8085649112754203,-0.16517151685743836,0.12276070037043896,False,257,0.5353441776999267,13
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,13,3,-0.060897399522631734,0.09296267323329133,-0.6550736699428676,0.5124203234917244,-0.2138073897615155,0.09201259071625204,False,256,0.5319798490167152,14
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,14,3,-0.0618553187949511,0.0913195360962706,-0.6773503396879084,0.49818369861337053,-0.21206258895442767,0.08835195136452548,False,255,0.53793964492669,15
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,15,3,-0.056139885653891386,0.09496691732598199,-0.5911520267756663,0.5544185629367311,-0.21234656405793348,0.10006679275015071,False,254,0.544002844465058,16
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,16,3,-0.08421751116480469,0.10066638341260747,-0.8366001470383337,0.4028173629199525,-0.24979897703311962,0.08136395470351024,False,253,0.5448769002245105,17
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,17,3,-0.07874731772946086,0.09818460373964186,-0.8020332590869008,0.4225337195950547,-0.24024661930140384,0.08275198384248211,False,252,0.5444028761756293,18
bloco_C_complementar_brent_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,18,3,-0.10394529927158991,0.09886113291455759,-1.0514273527638653,0.2930623586755532,-0.2665573923106315,0.05866679376745171,False,251,0.5412006601727936,19
