modelo,impulso,resposta,h,lags,coef,se,t,pvalor,ci_low,ci_high,significativo_90,nobs,r2,hac_maxlags
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,0,3,0.02113528789461209,0.019059239861231148,1.1089260667527396,0.2674620777020995,-0.010214371918072035,0.05248494770729621,False,269,0.712785110824453,3
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,1,3,0.05224268984392086,0.025181686669551052,2.074630287060603,0.03802081286890724,0.010822501192754276,0.09366287849508745,True,268,0.7318088178942619,3
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,2,3,0.010876653507952222,0.04239358530540221,0.25656366239366435,0.7975156293809171,-0.058854589041115235,0.08060789605701968,False,267,0.6920527487546632,3
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,3,3,0.008101542356940328,0.05270016010485673,0.15372898945317828,0.8778234261993565,-0.07858250713245654,0.0947855918463372,False,266,0.6623629147653054,4
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,4,3,-0.026782566259968943,0.06890353476267333,-0.3886965502164294,0.6975006346187633,-0.14011879532412902,0.08655366280419113,False,265,0.6431968978572109,5
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,5,3,-0.019240180452315958,0.08910402460107295,-0.21592942112835023,0.8290427632924675,-0.165803258493364,0.12732289758873208,False,264,0.6348988900013391,6
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,6,3,-0.05367576927644496,0.11086877391309265,-0.4841378449672412,0.6282880444396597,-0.23603867416305815,0.12868713561016823,False,263,0.6221115499623462,7
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,7,3,-0.06744254014175877,0.1116851981177143,-0.6038628330199628,0.5459348409119062,-0.2511483433424748,0.11626326305895732,False,262,0.6128679580995152,8
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,8,3,-0.07515091598973356,0.11598777618434483,-0.6479210004879538,0.517036047184938,-0.26593383032858875,0.11563199834912163,False,261,0.59627020494216,9
bloco_B_principal_dln_diesel_para_ipca_geral_mensal,dln_diesel,ipca_geral_mensal,9,3,-0.08536330884709842,0.11756712705148605,-0.7260814394972445,0.46778884657218534,-0.2787440241879998,0.10801740649380295,False,260,0.5769642581037722,10
