h,coef,se,t,pvalor,ci_low,ci_high,nobs,arquivo,h_ref
24.0,-0.2128556297229889,0.2238143939391927,-0.9510363742772452,0.3415859113178009,-0.581030307752961,0.1553190483069831,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_geral_controle_gasolina_refinaria.csv,24
3.0,0.1521524176317071,0.0719413588416918,2.1149505664262054,0.0344341607499657,0.0338088823371239,0.2704959529262902,266.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_geral_sem_canal.csv,3
6.0,0.1206916016353629,0.0946668758106079,1.2749084682674066,0.2023416414012271,-0.035035409073087,0.2764186123438129,263.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_geral_sem_canal.csv,6
12.0,0.1324473687634704,0.1529724779645825,0.865824823692375,0.3865862339347119,-0.1191923574882679,0.3840870950152087,257.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_geral_sem_canal.csv,12
24.0,-0.1717791391410127,0.1894705168020039,-0.9066272792221354,0.3646039310350607,-0.4834581392803091,0.1398998609982837,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_geral_sem_canal.csv,24
3.0,0.4791189626073781,0.19540430515254,2.451936574444251,0.0142089704746306,0.1576788806314498,0.8005590445833064,266.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_diesel.csv,3
6.0,0.5012634731796525,0.2199638684995344,2.278844596610253,0.0226763048165645,0.1394229094979182,0.8631040368613867,263.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_diesel.csv,6
12.0,0.5310810287005076,0.3293986337257915,1.6122745340304203,0.1069022123426896,-0.0107797237784194,1.0729417811794346,257.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_diesel.csv,12
24.0,0.1684815792798687,0.3936320703722401,0.4280179181552542,0.6686380750970492,-0.4790431764824662,0.8160063350422037,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_diesel.csv,24
3.0,0.560825400452725,0.1802937331010574,3.1106206012073283,0.0018669464130102,0.2642422095014854,0.8574085914039646,266.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_etanol.csv,3
6.0,0.4776522581050692,0.2030324286218714,2.35259096956699,0.0186431289669274,0.1436639130220907,0.8116406031880478,263.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_etanol.csv,6
12.0,0.5085079555393331,0.3270380818599448,1.5548891207021678,0.1199724788473234,-0.029469689120276,1.0464856001989422,257.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_etanol.csv,12
24.0,0.0991073696589142,0.3681644341773418,0.2691932203618968,0.7877809971479183,-0.506523124562813,0.7047378638806414,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_etanol.csv,24
3.0,0.2886327482986148,0.1929459506604082,1.4959253993706183,0.1346730965872826,-0.0287633405377567,0.6060288371349863,266.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina.csv,3
6.0,0.1799458087171908,0.2204531725798138,0.8162541124330723,0.4143548134499313,-0.1826996601766029,0.5425912776109847,263.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina.csv,6
12.0,0.2338040749695138,0.3313922815430937,0.7055205808681767,0.4804863287071271,-0.3113362281688754,0.7789443781079031,257.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina.csv,12
24.0,-0.1981172058093719,0.3823675262956161,-0.5181329275755584,0.6043655277752016,-0.8271117865656603,0.4308773749469166,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina.csv,24
3.0,0.3579916807121793,0.1592698647984255,2.247705058111648,0.0245950032643892,0.0959927531187693,0.6199906083055893,266.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina_refinaria.csv,3
6.0,0.3216818985149014,0.1846204992881064,1.7423953448035374,0.0814392899361986,0.0179811771859663,0.6253826198438365,263.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina_refinaria.csv,6
12.0,0.2925230226100648,0.3001980568772173,0.9744334312254004,0.329841376913338,-0.2013027809529577,0.7863488261730873,257.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina_refinaria.csv,12
24.0,-0.1000514118171167,0.3992543958232986,-0.2505956424369523,0.8021267510774035,-0.756824892946443,0.5567220693122095,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_controle_gasolina_refinaria.csv,24
3.0,0.661591882625518,0.1841561167056973,3.5925599130808017,0.0003274453360646,0.3586550706446459,0.9645286946063902,266.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_sem_canal.csv,3
6.0,0.6073830120772236,0.210885420160642,2.8801564926325844,0.0039747782421163,0.2604764959129675,0.9542895282414796,263.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_sem_canal.csv,6
12.0,0.6535036993173116,0.337938507649067,1.933794712723132,0.0531383731360394,0.0975948542345963,1.2094125444000268,257.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_sem_canal.csv,12
24.0,0.1911454246452311,0.3665325618625669,0.521496435879828,0.6020209877787602,-0.4118006396186913,0.7940914889091537,245.0,output_petroleo_lp_modelo3\C_petroleo_para_inflacao_com_sem_canal\lp_acumulada_Petroleo_para_ipca_transporte_sem_canal.csv,24
3.0,0.4791989000450682,0.1976863270064787,2.4240366407807428,0.01534905675216,0.1540048921194106,0.8043929079707257,137.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_GasolinaA_para_IPCA_Transporte_2003_2014_contencao.csv,3
6.0,0.8500514904284665,0.2050507819383759,4.145565710078262,3.38975770607759e-05,0.5127429541398381,1.187360026717095,134.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_GasolinaA_para_IPCA_Transporte_2003_2014_contencao.csv,6
12.0,0.8972819906050284,0.2984987654913029,3.0059822496357085,0.0026472445063143,0.4062515213718352,1.3883124598382215,128.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_GasolinaA_para_IPCA_Transporte_2003_2014_contencao.csv,12
3.0,0.5033930761568312,0.1410587921918006,3.5686756446372856,0.0003587902823614,0.271351363001319,0.7354347893123433,137.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Gasolina_para_IPCA_Transporte_2003_2014_contencao.csv,3
6.0,0.7655134727595471,0.2169530846173259,3.528474711985787,0.0004179618793307,0.4086256485640459,1.122401296955048,134.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Gasolina_para_IPCA_Transporte_2003_2014_contencao.csv,6
12.0,0.70717140820924,0.3372415958576713,2.096928187078361,0.0359999328972196,0.1524089830233705,1.2619338333951091,128.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Gasolina_para_IPCA_Transporte_2003_2014_contencao.csv,12
3.0,0.6183647699258316,0.2603181316960739,2.375419514180378,0.017529014825988,0.1901414432857899,1.0465880965658731,137.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Petroleo_para_GasolinaA_2003_2014_contencao.csv,3
6.0,0.8580227483599028,0.3705880856645275,2.3153004145325444,0.0205964970939132,0.2484053474417549,1.4676401492780506,134.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Petroleo_para_GasolinaA_2003_2014_contencao.csv,6
12.0,1.3697020183252429,0.672617786620126,2.036374960002074,0.0417127178679843,0.2632457593351356,2.47615827731535,128.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Petroleo_para_GasolinaA_2003_2014_contencao.csv,12
3.0,1.0407159441728653,0.2894864917281538,3.595041474854597,0.0003243399023782,0.5645106652800522,1.5169212230656783,137.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Petroleo_para_Gasolina_2003_2014_contencao.csv,3
6.0,1.3911873937585744,0.3305602867822996,4.20857389525071,2.569874883090075e-05,0.8474157220016916,1.9349590655154567,134.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Petroleo_para_Gasolina_2003_2014_contencao.csv,6
12.0,1.162984445294562,0.480635722943377,2.419679582226083,0.0155341882931853,0.3723386810527067,1.953630209536417,128.0,output_petroleo_lp_modelo3\D_regimes\2003_2014_contencao\lp_acumulada_Petroleo_para_Gasolina_2003_2014_contencao.csv,12
3.0,1.108529727762454,0.5403190323555507,2.0516207303114187,0.0402065359215683,0.2197049195375731,1.9973545359873348,123.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_GasolinaA_para_IPCA_Transporte_2015_2026_maior_alinhamento.csv,3
6.0,0.6475629270797694,0.5473544555455616,1.1830778401800484,0.2367782992941163,-0.2528351522926795,1.5479610064522182,120.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_GasolinaA_para_IPCA_Transporte_2015_2026_maior_alinhamento.csv,6
12.0,0.6368716288672183,1.0154277396071534,0.6271954212257486,0.5305311442492266,-1.0335070027865492,2.307250260520986,114.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_GasolinaA_para_IPCA_Transporte_2015_2026_maior_alinhamento.csv,12
3.0,1.6673829373212006,0.2515066658322511,6.629577517572853,3.366490086025669e-11,1.2536544720271474,2.081111402615253,123.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Gasolina_para_IPCA_Transporte_2015_2026_maior_alinhamento.csv,3
6.0,1.8664566246639067,0.3068274621645275,6.083082040626051,1.1789398268034254e-09,1.361725449403259,2.3711877999245545,120.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Gasolina_para_IPCA_Transporte_2015_2026_maior_alinhamento.csv,6
12.0,1.3297865287268855,0.368385604798231,3.6097678937677946,0.0003064711147574,0.7237922088337956,1.935780848619976,114.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Gasolina_para_IPCA_Transporte_2015_2026_maior_alinhamento.csv,12
3.0,3.856142680538986,0.877646424292071,4.393731431936769,1.1142145303515262e-05,2.4124143125785293,5.299871048499443,123.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Petroleo_para_GasolinaA_2015_2026_maior_alinhamento.csv,3
6.0,2.545756586781482,0.8780864718875302,2.899209438119616,0.0037410490872406,1.1013043405264948,3.990208833036469,120.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Petroleo_para_GasolinaA_2015_2026_maior_alinhamento.csv,6
12.0,2.222799839131183,0.9811890690299632,2.265414392894449,0.0234872619270809,0.6087438205768938,3.836855857685472,114.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Petroleo_para_GasolinaA_2015_2026_maior_alinhamento.csv,12
3.0,2.8796710865119266,0.9586158086375802,3.00398873100645,0.0026646519443862,1.3027480813031072,4.456594091720746,123.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Petroleo_para_Gasolina_2015_2026_maior_alinhamento.csv,3
6.0,1.5031368971200885,0.9648501093333453,1.5578967992848838,0.1192577140843509,-0.0840415327332642,3.090315326973441,120.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Petroleo_para_Gasolina_2015_2026_maior_alinhamento.csv,6
12.0,1.2529696481617598,1.3183787624521666,0.9503867051311212,0.3419157968285502,-0.915763416072054,3.421702712395573,114.0,output_petroleo_lp_modelo3\D_regimes\2015_2026_maior_alinhamento\lp_acumulada_Petroleo_para_Gasolina_2015_2026_maior_alinhamento.csv,12
