h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.5336020861850158,0.06001450560947017,8.891218560681011,6.044235654975197e-19,0.4348782244574374,0.6323259479125942,269
1,0.7979044709470673,0.1157010341286245,6.896260495476983,5.3389256731208505e-12,0.60757626980548,0.9882326720886546,268
2,0.7947487487633945,0.16962351700502698,4.68536888514015,2.7945615092423403e-06,0.5157180632901252,1.073779434236664,267
3,0.7642443397287667,0.20078682317872842,3.8062474799378747,0.0001410912063331509,0.43395001559975843,1.094538663857775,266
4,0.8257950800392736,0.2114053550443789,3.9062164715076397,9.375253108750079e-05,0.4780332709912703,1.173556889087277,265
5,0.8715701982911106,0.2251852735698297,3.8704582430024566,0.00010863096387950768,0.5011404232687408,1.2419999733134803,264
6,0.9690715362992843,0.23072505170067034,4.200114071516183,2.667805380245163e-05,0.5895288262516816,1.348614246346887,263
7,1.0080017751427077,0.2321625670903417,4.341792855652146,1.4132474403412434e-05,0.6260943522790956,1.3899091980063198,262
8,0.9295756189211224,0.2481982895699466,3.7452942183114915,0.00018018248764591687,0.5212894325785602,1.3378618052636846,261
9,0.9331986164448123,0.26344330966766244,3.5423128323966773,0.0003966347861776767,0.49983437204150755,1.366562860848117,260
10,0.9581500433720105,0.29702476986427134,3.2258253875925815,0.0012560996422350773,0.4695442969452841,1.4467557897987369,259
11,0.9347257119721024,0.3109002912471705,3.006512821916211,0.002642629086565432,0.4232947328705069,1.446156691073698,258
12,0.8959873295439604,0.33330489078157916,2.6881913656980134,0.007184021261686761,0.34770078420826267,1.4442738748796582,257
13,0.8144271602075005,0.33650095358558363,2.4202818789348957,0.015508480207815862,0.2608830915592154,1.3679712288557857,256
14,0.7174391587708253,0.2961703383276977,2.422386937266536,0.015418922979450416,0.2302389522217626,1.204639365319888,255
15,0.7071674104570681,0.28399495673619785,2.4900703117554093,0.012771782587289346,0.23999570662602265,1.1743391142881134,254
16,0.704395620119273,0.29289449923463085,2.4049465659476192,0.01617483062009711,0.2225841688783053,1.1862070713602408,253
17,0.6516148528664798,0.31152989613778637,2.091660739289938,0.0364688749220027,0.13914817371982124,1.1640815320131384,252
18,0.619166869249503,0.3214521112483983,1.9261558645388681,0.054084914881199576,0.0903781462458878,1.1479555922531182,251
19,0.5815525505834167,0.30567093525243844,1.9025444800734534,0.0571000095865698,0.07872386209315552,1.0843812390736778,250
20,0.6243856707311431,0.30699869929939466,2.0338381633409557,0.041967915312590594,0.1193728103836389,1.1293985310786474,249
21,0.649043857998953,0.3040396088868645,2.134734551117211,0.03278269904755099,0.1488987013800609,1.1491890146178452,248
22,0.6586905837001248,0.30132615889215647,2.185972124431015,0.028817644801760522,0.16300905232252738,1.1543721150777222,247
23,0.6056946373273687,0.29724308003840294,2.0377081183828225,0.04157913181086454,0.11672977066419588,1.0946595039905416,246
24,0.5090192091410674,0.3230623778767282,1.5756065825012135,0.11511649819489005,-0.022418402466150567,1.0404568207482852,245
