h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.48133491786669647,0.1198427379031582,4.0163878620300775,5.909696434163593e-05,0.2841936140160012,0.6784762217173917,269
1,0.8629845157915893,0.2050196646840036,4.209276788749536,2.5618939263602108e-05,0.5257271673864035,1.2002418641967751,268
2,0.9031578908124785,0.2882973942599549,3.1327299822838848,0.001731886873314652,0.42890867725485277,1.3774071043701044,267
3,0.9815626213530669,0.27430365928306527,3.578379610095365,0.00034573105622751304,0.5303331018324245,1.4327921408737092,266
4,1.0266288872321307,0.26905521002485067,3.8156811278150253,0.00013580779239432403,0.5840330667412514,1.46922470772301,265
5,1.048027311131999,0.2909748232571226,3.60178004200006,0.0003160457241331498,0.5693737268740324,1.5266808953899658,264
6,0.956711753718553,0.3290015406712317,2.9079248436547185,0.003638357665730542,0.41550421931437687,1.4979192881227292,263
7,0.8678430218345032,0.36513214108503383,2.376791643856944,0.017463949650277828,0.26720064974962254,1.468485393919384,262
8,0.8658472038193583,0.4067498436056299,2.1286970786369936,0.03327933070149867,0.19674371108809718,1.5349506965506194,261
9,0.9361202534022143,0.4861143818226257,1.9257201358502238,0.054139328248950784,0.136462095303995,1.7357784115004335,260
10,1.0350133275036348,0.496262748658225,2.0856155943641985,0.037013457619342514,0.21866110596085464,1.851365549046415,259
11,1.0319922822116752,0.49024234151987955,2.105065586567307,0.035285599323832004,0.2255436304114733,1.838440934011877,258
12,1.1032256461165404,0.5179302382422538,2.130066106703204,0.03316615604410584,0.2512304042080329,1.955220888025048,257
13,1.1639331699700681,0.5651896012331329,2.059367630668707,0.03945903417834691,0.23419627594156456,2.0936700639985717,256
14,1.1250618614687682,0.6090141099126856,1.8473494179470955,0.0646965150513757,0.12323365066240033,2.126890072275136,255
15,1.1727611116169796,0.6602024649484224,1.7763658481774987,0.0756726363123079,0.08672805677682471,2.2587941664571343,254
16,1.1094133534240334,0.6281172789817688,1.7662519254723992,0.07735359307304623,0.07616042949902369,2.142666277349043,253
17,1.0923794387577113,0.5520032635369292,1.9789365587412524,0.04782314949619055,0.1843340702394627,2.0004248072759596,252
18,1.1847628707478361,0.4579061565040331,2.5873486388414633,0.009671767765293863,0.4315072432987017,1.9380184981969706,251
19,1.0307879546513736,0.4238433100834136,2.4320024172341226,0.015015607103963465,0.3335657095641583,1.728010199738589,250
20,1.0586978582963045,0.3856401147915929,2.7453001326598105,0.0060455579946617575,0.42431986946413414,1.6930758471284748,249
21,1.0354634624982466,0.3807939315017104,2.719222594789685,0.0065435556412178,0.40905744517793297,1.6618694798185603,248
22,1.0006510624133986,0.35870150019718106,2.789648389714938,0.0052765310455509225,0.41058709458903575,1.5907150302377615,247
23,0.9557682338427818,0.35284087425779154,2.708779802944489,0.006753114272309355,0.3753449956887147,1.5361914719968488,246
24,0.9176648750789216,0.3320417892374274,2.7637029579513044,0.005714953858715196,0.37145613178335357,1.4638736183744896,245
