h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.5328699283242718,0.2379183628967403,2.2397175309900077,0.025109266712592646,0.14149422135913403,0.9242456352894096,266
1,1.3039332836535238,0.4208800898882238,3.098111112834582,0.001947583927434445,0.6115855357873956,1.996281031519652,265
2,1.3862923864085677,0.522034323194536,2.6555579294581477,0.007917733307273191,0.5275459247535559,2.2450388480635795,264
3,1.1276305415317736,0.5457926821905258,2.0660418842664865,0.038824524914934634,0.22980157932835865,2.0254595037351883,263
4,0.7122315507674278,0.5948483384260339,1.1973330086993088,0.23117678347868076,-0.26629396594339794,1.6907570674782537,262
5,0.926871051905291,0.6403622579402153,1.4474167401537028,0.14778024002527082,-0.1265248624063633,1.9802669662169452,261
6,1.2938622719988029,0.7113917854843069,1.818775952154068,0.06894561865432458,0.12362278487711809,2.4641017591204877,260
7,1.2552381605293146,0.7348417408272612,1.7081748229437919,0.0876039086774721,0.04642349686847003,2.4640528241901594,259
8,1.1760390654631632,0.7806399809877136,1.5065063205898914,0.13193724580225372,-0.10811370326162573,2.460191834187952,258
9,0.8355100174006674,0.8590259319494429,0.9726249072651285,0.33073975895910945,-0.5775876406561661,2.248607675457501,257
10,0.7379175603853954,0.8916801142022714,0.827558615059575,0.40792051384803873,-0.7288962274773412,2.204731348248132,256
11,0.2622950700115498,0.9642861678886729,0.27200957428006145,0.7856146576096192,-1.323955676165317,1.8485458161884167,255
12,-0.049409202661237175,1.1197987516208645,-0.044123287858393576,0.9648061298325379,-1.8914781490775594,1.792659743755085,254
13,0.0168589911922731,1.1078332982465844,0.015217985611153369,0.9878582728806832,-1.8055267844233582,1.8392447668079046,253
14,-0.12217385514847967,1.0916676312660758,-0.11191488292712952,0.9108908958702975,-1.9179671085811745,1.6736193982842151,252
15,-0.9650800819274574,1.1199927807437333,-0.8616841987915262,0.38886132312644717,-2.8074682062508987,0.8773080423959838,251
16,-0.4088305145655923,1.1985481502075161,-0.34110478956962015,0.7330246956789526,-2.3804422216569563,1.562781192525772,250
17,0.39986932470168907,1.3502470401689175,0.2961453073443989,0.7671191146853371,-1.8212870563761803,2.6210257057795583,249
18,0.3996111683061163,1.2593824077569857,0.3173072498430727,0.7510104768155367,-1.6720728924541253,2.471295229066358,248
19,0.34507019776717696,1.291289660127369,0.26722911862636634,0.7892927576864368,-1.7791012931423449,2.469241688676699,247
20,0.6571087949735602,1.3965606416647822,0.4705193425687896,0.6379840182263543,-1.6402334605650064,2.954451050512127,246
21,0.43578020037969195,1.372664561484145,0.3174702783238754,0.7508867883849569,-1.8222530032617266,2.6938134040211104,245
22,0.4192874439534088,1.3869422631967403,0.3023106693619676,0.762415245659064,-1.8622325790052288,2.7008074669120465,244
23,0.4669349694042568,1.3511840256444427,0.34557466676795096,0.7296623872706234,-1.7557627527808515,2.689632691589365,243
24,-0.17386774105302122,1.3130413716151452,-0.13241604172696408,0.894655226939444,-2.333820797359935,1.9860853152538929,242
