h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.13646580710911757,0.0701426199801837,1.945547616380328,0.0517091046543576,0.02108119724171538,0.2518504169765198,269
1,0.3296983289518154,0.1293846647043936,2.548202522339725,0.01082795907052481,0.11686055551308791,0.5425361023905428,268
2,0.43983122321800666,0.17765794574198537,2.47571940214134,0.013296803522246943,0.14758390247244074,0.7320785439635726,267
3,0.47911896260737813,0.19540430515254,2.451936574444251,0.014208970474630695,0.1576788806314498,0.8005590445833064,266
4,0.5313493885738121,0.19461021590962607,2.73032628883451,0.006327166817440823,0.2112155834024772,0.851483193745147,265
5,0.5487516152467252,0.20849348460586692,2.6319844779997674,0.008488774103724986,0.20577983307007414,0.8917233974233763,264
6,0.5012634731796525,0.21996386849953448,2.2788445966102535,0.022676304816564585,0.13942290949791825,0.8631040368613867,263
7,0.5367286398599114,0.24378379067311584,2.201658438315116,0.027689444625868972,0.1357043042026358,0.937752975517187,262
8,0.5935501193748344,0.25721980056146243,2.3075599859700775,0.021023622233872226,0.17042354745122867,1.0166766912984402,261
9,0.6745505712493052,0.27562243044470724,2.447371827325306,0.014390229761981434,0.22115167316776174,1.1279494693308485,260
10,0.7087501440886396,0.29213093288884895,2.4261386395473137,0.01526043932975975,0.22819475948648305,1.189305528690796,259
11,0.6181275998372928,0.3053789540293465,2.0241329393573455,0.042956475244830025,0.11577922045901778,1.1204759792155679,258
12,0.5310810287005076,0.3293986337257915,1.6122745340304203,0.10690221234268962,-0.010779723778419403,1.0729417811794346,257
13,0.41765888781935184,0.34458662865207224,1.212057732632047,0.22549028181415143,-0.14918611631330697,0.9845038919520106,256
14,0.3956763714398503,0.3677070031997481,1.0760642794309483,0.28189850962122354,-0.20920164882373532,1.0005543917034359,255
15,0.5013886421123307,0.3951506484828832,1.2688544079007107,0.2044929957560666,-0.14863417464201223,1.1514114588666735,254
16,0.522433763047803,0.3858796865707082,1.3538773385317155,0.17577551446769157,-0.11233832136101207,1.157205847456618,253
17,0.5483427099894469,0.35897195500336126,1.527536350254193,0.1266276954006391,-0.04216615599108242,1.1388515759699762,252
18,0.5491385394867514,0.3517770489845317,1.5610414069705214,0.11851398137054221,-0.029534706092803287,1.127811785066306,251
19,0.3927418512544607,0.34000471168886265,1.1551070845566918,0.2480465774159022,-0.16656589947371836,0.9520496019826398,250
20,0.25080203257693756,0.3395378337085761,0.7386571029141922,0.46011524026037587,-0.30773770387367017,0.8093417690275453,249
21,0.2128086175875654,0.3492650196633261,0.6093041261123205,0.54232287267337,-0.3617323397586061,0.7873495749337369,248
22,0.24295131520035496,0.34600445406891883,0.7021623922562649,0.48257789606339974,-0.3262260117430166,0.8121286421437265,247
23,0.2487008380497122,0.3576843874993362,0.6953080613566723,0.48686226336770166,-0.33968997938669576,0.8370916554861202,246
24,0.1684815792798687,0.3936320703722401,0.4280179181552542,0.6686380750970492,-0.4790431764824662,0.8160063350422037,245
