h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.020908793953464542,0.020516947948556852,1.0190986498523165,0.30815613509440765,-0.012841585421911477,0.05465917332884056,269
1,0.08131554249540923,0.03935535991482865,2.0661872403502137,0.03881080318861019,0.016575975435516102,0.14605510955530238,268
2,0.10911148911652789,0.060169026514735796,1.8134162281951787,0.06976764845341003,0.01013344049978751,0.20808953773326827,267
3,0.12823460494871775,0.0733827095774931,1.747477105806516,0.0805546127943089,0.007520047693741594,0.2489491622036939,266
4,0.13081490308480836,0.07870428832803454,1.6621064222012916,0.09649143812729331,0.0013463487851915479,0.26028345738442515,265
5,0.12679452639651684,0.08785170997030066,1.4432789804476347,0.14894189851108341,-0.01772153650462774,0.2713105892976614,264
6,0.09057247331385644,0.09606727830528629,0.9428025328877514,0.34578191593084384,-0.06745819949833949,0.2486031461260524,263
7,0.0912493619278892,0.10566209427507928,0.8635959996243481,0.38780986248953897,-0.08256478315461623,0.2650635070103946,262
8,0.09375069639091876,0.1108897402418899,0.8454406709440856,0.39786484474063766,-0.08866292630699013,0.27616431908882766,261
9,0.11055619405437635,0.11794482059697833,0.9373552267475213,0.3485758636637737,-0.083463035827653,0.3045754239364057,260
10,0.11816370925934402,0.13131045226322732,0.8998804529472711,0.3681838735307713,-0.09784198471366493,0.334169403232353,259
11,0.1040036416067428,0.14009127855517567,0.7423991177707785,0.4578455539315136,-0.12644651161652118,0.3344537948300068,258
12,0.09004926006351675,0.15312889044868028,0.5880618595202055,0.556490772441268,-0.1618477647245623,0.34194628485159584,257
13,0.06412609605931384,0.16820927479216427,0.38122806330713127,0.703034027132258,-0.2125781609737964,0.3408303530924241,256
14,0.05722605433433957,0.17244616892442577,0.33184880065047306,0.7400034326989079,-0.22644789354634082,0.34090000221502,255
15,0.07006522147776506,0.1791177638284124,0.39116846916917025,0.6956727131656373,-0.22458350001997335,0.36471394297550347,254
16,0.04174181266126425,0.18449211830260576,0.22625255238708314,0.8210049992328226,-0.26174772194652224,0.34523134726905075,253
17,0.020413508324978957,0.184069621021555,0.1109010178414421,0.9116948384618283,-0.282381018255479,0.3232080349054369,252
18,0.007933778668364448,0.1859100501505415,0.04267536188570782,0.9659603200391839,-0.2978882538292763,0.31375581116600515,251
19,-0.026477866969929403,0.19119252210773133,-0.1384879841430718,0.8898547653777114,-0.34098956583714746,0.2880338318972886,250
20,-0.05421170418810367,0.19189651206054723,-0.2825048960295786,0.7775563929262436,-0.3698814665277039,0.26145805815149653,249
21,-0.09744280793135017,0.19099612245579092,-0.5101821266235645,0.6099238727671431,-0.41163142937112623,0.21674581350842587,248
22,-0.10591551530561158,0.1902053532277607,-0.5568482353847499,0.5776311245271963,-0.41880332136527787,0.20697229075405474,247
23,-0.1409023015822386,0.18779362441018962,-0.750303968118064,0.4530716532659679,-0.44982281373700056,0.16801821057252336,246
24,-0.20516963608549366,0.1907011648751546,-1.0758698627761978,0.28198546191662044,-0.518873052305123,0.10853378013413567,245
