h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.8166903137478589,0.15996454869259596,5.105445677950141,3.3001578409380556e-07,0.5535486311485386,1.0798319963471794,269
1,1.5943808420748131,0.2802598180247744,5.688938404769367,1.2783156392298885e-08,1.1333534414240591,2.055408242725567,268
2,2.1968371316829822,0.43562993192150246,5.042897585097154,4.5853469942343025e-07,1.4802258936721107,2.913448369693854,267
3,2.2320457438830705,0.5205178491480718,4.288125272814843,1.801874671373152e-05,1.3757938820344924,3.0882976057316487,266
4,2.4048216473406496,0.5399209763787715,4.454025223227467,8.427519335948866e-06,1.5166516411975706,3.2929916534837287,265
5,2.3938805775202474,0.6098041626193254,3.9256547007447122,8.649415926280214e-05,1.3907527300114573,3.3970084250290373,264
6,2.482717278805726,0.6673155905627082,3.7204544804838084,0.00019886458434189246,1.3849831323300712,3.580451425281381,263
7,2.567912262738271,0.6606556858857937,3.886914647976224,0.00010152643193354014,1.4811336594561402,3.6546908660204016,262
8,2.838349981870521,0.6532626102652955,4.344883569439008,1.3934955367368137e-05,1.7637329879841097,3.912966975756932,261
9,2.9240103594670765,0.6902769763926935,4.235995780632307,2.2754104926353677e-05,1.7885047333010957,4.059515985633057,260
10,3.082615000157346,0.7736506439614451,3.984505182304182,6.762088152089447e-05,1.8099596908407685,4.355270309473923,259
11,2.783179065050516,0.7790255532989642,3.572641556190936,0.0003533983386472931,1.5016820298737201,4.064676100227312,258
12,2.7705040057402175,0.8138798949490296,3.4040698424105003,0.0006638977581424525,1.431671578549064,4.1093364329313715,257
13,2.594324977859742,0.871369996102583,2.9772943634317217,0.0029080465287518427,1.1609213342709928,4.027728621448491,256
14,2.4988178724328067,0.9180279017140602,2.721941095436463,0.006489970939850097,0.9886619741131777,4.008973770752435,255
15,2.801977229457852,1.0058838660203926,2.785587207540564,0.005343086545874484,1.1472982698543064,4.456656189061398,254
16,3.06489943471891,1.0309479645241295,2.9728944041648333,0.0029500592410645157,1.3689900330767166,4.760808836361103,253
17,3.313546540785759,0.982787186645009,3.371580934115943,0.0007473807544343063,1.6968616187547192,4.930231462816799,252
18,3.3152186299969997,0.9687888797064316,3.4220238273189074,0.0006215686625768589,1.7215609228799198,4.90887633711408,251
19,2.906727463329187,0.9459196979083234,3.0729114424371584,0.0021198138502508575,1.350689560269995,4.462765366388379,250
20,2.503579414105612,0.9451600982181052,2.6488416288685577,0.008076817078863069,0.9487910525368288,4.0583677756743946,249
21,2.148413432241701,0.9224517754394835,2.3290252015810067,0.019857730656349982,0.6309802616437503,3.6658466028396512,248
22,2.2289655998999853,0.9685181693777059,2.301418466245341,0.021367989123287055,0.6357532112736592,3.8221779885263114,247
23,2.398614470952591,0.9884863997182654,2.4265528303032142,0.015243030831367294,0.7725543434160445,4.0246745984891374,246
24,1.9105983393908388,1.0667257901492202,1.7910866663527207,0.07327938850206575,0.15583441459537162,3.6653622641863057,245
