h,coef_pre2015,se_pre2015,pvalor_pre2015,ci_low_pre2015,ci_high_pre2015,coef_pos2015,se_pos2015,pvalor_pos2015,ci_low_pos2015,ci_high_pos2015,diff_pos_menos_pre,pvalor_wald_diff,nobs
0,0.06405271740658446,0.05276789417616265,0.22480204828246464,-0.0227504685132031,0.150855903326372,0.13782410196907996,0.04149305903709731,0.0008949705148596116,0.06956801985305489,0.20608018408510503,0.0737713845624955,0.21413874962064855,269
1,0.21802324930678033,0.10751150954875936,0.04256982934964603,0.04116681609907116,0.39487968251448946,0.2164702055490287,0.07140640129235477,0.0024332273099933834,0.09900667542310511,0.3339337356749523,-0.0015530437577516154,0.9896383178787218,268
2,0.3084478789644394,0.1694464701260616,0.06870931691099659,0.029708435607068095,0.5871873223218107,0.21047206939920127,0.10612410359449825,0.04733799549778942,0.03589791898625164,0.3850462198121509,-0.09797580956523816,0.594581397532044,267
3,0.4029012539789631,0.20868349271366135,0.053522514232286524,0.05961690846499018,0.7461855994929361,0.2114166203818666,0.11348389166749007,0.06246706400186272,0.02473561858884543,0.39809762217488776,-0.1914846335970965,0.37955814141573596,266
4,0.4430209796302957,0.22480466416085995,0.048759000890101066,0.07321730708568108,0.8128246521749103,0.22091189726879817,0.12306700127468709,0.07264511700046253,0.01846668017193792,0.4233571143656584,-0.2221090823614975,0.3475300890168702,265
5,0.5154175858795955,0.2441414673003804,0.03476000967066415,0.11380487217046975,0.9170302995887213,0.23292564968543128,0.13625528019118316,0.08736210956906934,0.008785713770934983,0.4570655855999276,-0.28249193619416424,0.29091118913370073,264
6,0.5421203491919477,0.28865555885737687,0.06036921865158983,0.0672819548715628,1.0169587435123326,0.19605274678612034,0.16030654193330895,0.22133477139214108,-0.06765151469417291,0.4597570082664136,-0.3460676024058274,0.28645008217325985,263
7,0.5503155954900006,0.3209766219471293,0.0864362641033242,0.022309052386973005,1.0783221385930282,0.15048676460481275,0.18217345690342684,0.4087683168451425,-0.1491885720013244,0.4501621012109499,-0.3998288308851879,0.27227443530591194,262
8,0.4992240877243843,0.3536419216877698,0.15804848665897442,-0.08251687345199699,1.0809650489007656,0.12227419146365766,0.20188252961880615,0.5447339099230661,-0.2098225697592785,0.4543709526865938,-0.37694989626072667,0.3468670924693721,261
9,0.48979129832925417,0.37624502269804355,0.19298882824693253,-0.12913176400902748,1.1087143606675358,0.14794184938110716,0.2220034648362456,0.5051590880755981,-0.21725385027451688,0.5131375490367311,-0.341849448948147,0.42780637623052875,260
10,0.4815205075567276,0.41146774293122435,0.24190000388169342,-0.19534392956513646,1.1583849446785917,0.17400584444823922,0.23883433779273827,0.46626906240694665,-0.21887664122081527,0.5668883301172937,-0.3075146631084884,0.514395113824412,259
11,0.4776275242289316,0.45900165281598904,0.2980709378747515,-0.2774301946533704,1.2326852431112336,0.21983749209352524,0.24983568478357024,0.37889814681187783,-0.19114220937544782,0.6308171935624983,-0.2577900321354064,0.6233917039531183,258
12,0.4292222205831976,0.5040132515683731,0.39443114333771,-0.3998795782467761,1.2583240194131713,0.2841269242207887,0.27517179051420154,0.3018174435486468,-0.1685306711750728,0.7367845196166503,-0.14509529636240887,0.8026270224787769,257
13,0.3962936505796062,0.5229909480784496,0.4486037975071353,-0.4640264590094434,1.2566137601686558,0.3084002727006162,0.30204475306117806,0.3072347067199309,-0.1884633460850217,0.8052638914862541,-0.08789337787898999,0.8852578967061769,256
14,0.3840004936552893,0.5387025461256878,0.4759542245305327,-0.5021651947214671,1.2701661820320458,0.2879920389906198,0.3036543881510336,0.3429154400985299,-0.21151942951783048,0.7875035074990702,-0.09600845466466951,0.8764967789491096,255
15,0.4128913230416824,0.5509113496173094,0.4535741993337059,-0.4933578470787915,1.3191404931621564,0.29749078191006123,0.3054410789471084,0.3300708917090688,-0.20495979295793215,0.7999413567780547,-0.11540054113162118,0.8535132961697569,254
16,0.42158028978892254,0.5685875591201596,0.4584195245627959,-0.51374624496374,1.356906824541585,0.2606884614340042,0.3090940501213196,0.3990074135603574,-0.24777125101556646,0.7691481738835748,-0.16089182835491833,0.8014305033232246,253
17,0.4331594019710624,0.5866614057265326,0.46030390970861956,-0.5318986104490837,1.3982174143912085,0.2257300186687114,0.30545736238508175,0.45991290577070965,-0.27674734245474814,0.7282073797921709,-0.207429383302351,0.7502500946850078,252
18,0.4577839276119463,0.606579390021276,0.4504305282565937,-0.5400391689730528,1.4556070241969454,0.25532736618644564,0.29741661455525337,0.3906253336061294,-0.23392296475694618,0.7445776971298375,-0.20245656142550067,0.7587631427003625,251
