h,coef_pre2015,se_pre2015,pvalor_pre2015,ci_low_pre2015,ci_high_pre2015,coef_pos2015,se_pos2015,pvalor_pos2015,ci_low_pos2015,ci_high_pos2015,diff_pos_menos_pre,pvalor_wald_diff,nobs
10,0.4196121368113462,0.28255209755825766,0.13752294482379532,-0.045186063671987686,0.8844103372946801,1.781860596070658,0.5636056811168089,0.0015693851398677248,0.8547292506335074,2.7089919415078088,1.3622484592593118,0.05293005062563945,259
11,0.37900418841827893,0.30782099279570735,0.2182298728324722,-0.1273613447306597,0.8853697215672176,1.7858995924944123,0.56754887622868,0.0016513071223641612,0.8522816910982337,2.719517493890591,1.4068954040761334,0.050529744315584324,258
12,0.30218780168983933,0.3317537414976959,0.36235867830831026,-0.24354710307387034,0.8479227064535491,1.805298989399842,0.6083168017547359,0.0030004148053978997,0.8046178505133013,2.8059801282863823,1.5031111877100025,0.05330162493126942,257
13,0.23393083092418618,0.36164810767154465,0.5177312613573914,-0.3609803061955047,0.8288419680438771,1.7039584812257074,0.612083160705409,0.005371495544218272,0.6970816818653096,2.710835280586105,1.4700276503015213,0.06909287635289797,256
14,0.212794718832576,0.40358385894716137,0.5980111665293095,-0.4511007291355044,0.8766901668006564,1.4918747251819726,0.5170108279860416,0.003906964655421892,0.6413919131449342,2.3423575372190113,1.2790800063493966,0.09714834780506756,255
15,0.24102455731679284,0.4137300799010541,0.5601863462294759,-0.4395614241204412,0.9216105387540269,1.4337800016250677,0.5114890594348838,0.005060629704485498,0.5923804988546839,2.2751795043954512,1.1927554443082748,0.1285735111112883,254
16,0.29304313376071106,0.42276416303748,0.48820925653710145,-0.40240391443594353,0.9884901819573657,1.3430551744100327,0.5143510653902345,0.00902345126445956,0.49694767184309707,2.1891626769769683,1.0500120406493216,0.17691780223582104,253
17,0.29066897046427936,0.4390190778835355,0.5079152532759953,-0.4315174126541365,1.0128553535826952,1.2121167726557458,0.5278442792096151,0.02165570830807432,0.343812933355929,2.080420611955563,0.9214478021914665,0.23073294751887016,252
18,0.29032866754191755,0.43705401950000616,0.506507570880834,-0.42862519453559256,1.0092825296194277,1.1452917771814877,0.523100351972696,0.028565577068798483,0.2847916981864027,2.0057918561765726,0.8549631096395701,0.2499464272172522,251
19,0.2685651472100877,0.434785580711534,0.5367760022334203,-0.44665713306038574,0.9837874274805611,1.0819620463529895,0.4854209734995451,0.0258195667491515,0.28344454494623783,1.8804795477597414,0.8133968991429019,0.2533672171416813,250
20,0.23924890027973822,0.42833286476934085,0.5764631684019803,-0.46535866226582745,0.9438564628253039,1.2519806815732129,0.48323960817972084,0.009575110410478418,0.45705152611757205,2.0469098370288537,1.0127317812934746,0.1519127604330552,249
21,0.24484354760326588,0.439399469731181,0.5773749887286367,-0.4779685801045268,0.9676556753110586,1.309895225458673,0.442785363475225,0.0030933346057218157,0.5815133025419279,2.0382771483754185,1.0650516778554073,0.1131577399721654,248
22,0.20195722343958294,0.4325331811760503,0.6405590501570135,-0.5095598595950197,0.9134743064741857,1.405578934140134,0.3983178903869728,0.0004174692311839936,0.7503460044535637,2.060811863826704,1.203621710700551,0.059274928134525964,247
23,0.11478008052869249,0.42444555626410085,0.7868344128654307,-0.5834328595257534,0.8129930205831384,1.4141089676554832,0.35393813226551274,6.459701316076488e-05,0.8318807400787147,1.9963371952322517,1.2993288871267907,0.02724827641710897,246
24,0.012029248369683823,0.4382378044764714,0.9781015094551755,-0.7088719399941117,0.7329304367334792,1.3313848946410154,0.34885811836405156,0.00013540856091142926,0.7575132899321506,1.9052564993498802,1.3193556462713316,0.02238145662293562,245
