h,coef_pre2015,se_pre2015,pvalor_pre2015,ci_low_pre2015,ci_high_pre2015,coef_pos2015,se_pos2015,pvalor_pos2015,ci_low_pos2015,ci_high_pos2015,diff_pos_menos_pre,pvalor_wald_diff,nobs
0,0.055946551663056475,0.1843134001147311,0.7614781117303352,-0.24724899152567617,0.3591420948517891,1.1864225855496155,0.20779949221648106,1.1333616081473074e-08,0.8445924208535043,1.5282527502457268,1.1304760338865592,7.338159154720867e-05,269
1,0.05709109042811408,0.31919179224746647,0.8580465332917473,-0.4679794078189682,0.5821615886751964,2.343481142172421,0.366555943965159,1.6240408888682471e-10,1.7404966143497345,2.9464656699951077,2.286390051744307,3.484505572787221e-06,268
2,0.29852170599416167,0.4505877632523324,0.5076404371329781,-0.4426951645559251,1.0397385765442484,3.109865433641205,0.5257805928389556,3.3236209384575747e-09,2.2449563584211227,3.974774508861287,2.811343727647043,1.966630152667521e-05,267
3,0.5303017484940346,0.5283768078373292,0.31555066210441274,-0.33887810039837196,1.399481597386441,3.035870607748658,0.6257277975477723,1.2238099919475755e-06,2.0065483807825726,4.065192834714743,2.5055688592546237,0.0008497115511886694,266
4,0.6508637950693398,0.5788021015745319,0.2608003611558153,-0.3012656620207652,1.6029932521594448,3.232284960927575,0.6461371144405501,5.659883316095199e-07,2.16938940767287,4.295180514182279,2.581421165858235,0.001251794079569431,265
5,0.6009798674242215,0.6310547072749098,0.3409235917374801,-0.437105126043005,1.639064860891448,3.247219772509914,0.7766649306262864,2.9025666077853186e-05,1.969605961629673,4.524833583390155,2.6462399050856926,0.004347133639016537,264
6,0.7871241269272037,0.6788336497694868,0.24624252874240193,-0.3295572269436021,1.9038054807980096,3.2780134694927887,0.8614061780014277,0.00014156298801161458,1.8610003066804401,4.6950266323051375,2.490889342565585,0.012642865619704033,263
7,1.0709657477909371,0.7823594083164209,0.17103295185733336,-0.2160154788895754,2.3579469744714494,3.2466448630874454,0.8468612226829734,0.00012621007662832296,1.853558151773954,4.639731574400937,2.175679115296508,0.04399327370564864,262
8,1.255616082737759,0.8114228392406316,0.12176076827522937,-0.07917448781308001,2.590406653288598,3.558024546043587,0.8639106218470191,3.813300039555508e-05,2.1368915731052405,4.979157518981934,2.302408463305828,0.04520701504429603,261
9,1.195261272080435,0.8097446313761514,0.1399179698592118,-0.13676864653333398,2.527291190694204,3.720257516687889,0.9386878903396723,7.393538143243337e-05,2.1761159370791283,5.26439909629665,2.524996244607454,0.03754870878975994,260
10,1.1057478017383826,0.900251873308282,0.21934753244764127,-0.37516652985374144,2.5866621333305067,4.008936907707978,1.022390662790112,8.813104438480218e-05,2.3271042674182443,5.6907695479977125,2.903189105969596,0.026721816702093084,259
11,1.1852498467095358,0.9850692072492893,0.22889321008889518,-0.4351889992155451,2.8056886926346167,3.514918747709696,1.0233480114463784,0.0005931559665806674,1.8315112688804036,5.198326226538988,2.3296689010001606,0.08438430082284135,258
12,1.407386008582988,1.0322165574030804,0.17273757612629992,-0.2906102283450793,3.105382245511055,3.371873822330199,1.0651191201604722,0.001546971709654834,1.6197528696662222,5.123994774994175,1.964487813747211,0.16560496696933483,257
13,1.4379279668559746,1.0698618903765948,0.1789382355706569,-0.321994842813524,3.197850776525473,3.0968921248521886,1.1680267418990335,0.00801616868323606,1.1754881344282784,5.018296115276099,1.658964157996214,0.2801557464445338,256
14,1.5464412760100144,1.1219512858187328,0.16809532946088557,-0.2991685891618012,3.39205114118183,2.892482304512279,1.2383771117433864,0.019506676784884918,0.8553519556944087,4.92961265333015,1.3460410285022648,0.4090815787646256,255
15,1.6370720262737575,1.1255458470183746,0.14581620298844777,-0.21445089207146872,3.488594944618984,3.299605755950811,1.3678236256094032,0.015852078579293265,1.0495358918233428,5.549675620078279,1.6625337296770535,0.33419926765652486,254
16,1.7063973139539492,1.110532466278703,0.12440163536096993,-0.12042859307451725,3.533223220982416,3.659291623518555,1.4086224962584033,0.009382853428590463,1.3421076171734816,5.976475629863629,1.9528943095646059,0.2631803813402617,253
17,1.929250277724524,1.071790050353873,0.0718564856917776,0.16615564489240264,3.6923449105566455,3.9228541528261207,1.3610369158047315,0.0039484125561386136,1.6839484263273374,6.161759879324904,1.9936038751015968,0.23831750254866588,252
18,1.6946318814401065,1.0920301090295876,0.12070579928281115,-0.10175764791356512,3.491021410793778,4.066545927843312,1.3240056152959496,0.0021306016900211103,1.888556690681475,6.244535165005149,2.3719140464032056,0.14611791639332994,251
19,1.400744553306479,1.0528582353266198,0.1833796471424065,-0.33120724380581046,3.132696350418769,3.615219578619395,1.3054347156233768,0.005616641876265313,1.46777947141894,5.76265968581985,2.2144750253129155,0.16138122840713692,250
20,1.0042857326800552,1.0451835523645407,0.3366174342897187,-0.7150412109596145,2.723612676319725,3.231739449739539,1.2866077763647477,0.012010708018998588,1.1152696576195291,5.348209241859549,2.227453717059484,0.14212585935602653,249
21,0.9789973556462164,1.0243613447339934,0.33921631457334855,-0.7060770564412029,2.6640717677336356,2.7056843814227642,1.2576748379585982,0.03144948640418195,0.6368092729808703,4.774559489864658,1.7266870257765479,0.23738866998057662,248
22,1.1305169775628818,1.0566145723283271,0.28464513153963866,-0.6076139939172163,2.86864794904298,2.74082767910342,1.2886605818674208,0.03342997370877478,0.6209810219315126,4.860674336275327,1.6103107015405382,0.2683443349370857,247
23,1.4452411552749214,1.0529337160957812,0.16988135911173108,-0.2868348077026388,3.1773171182524815,2.820372078555031,1.2899663476240448,0.028786939771671932,0.6983774367134772,4.942366720396585,1.3751309232801094,0.3352496694394802,246
24,1.4689141874717715,1.0348900505386578,0.15578489610932653,-0.23347994566432062,3.1713083206078636,2.0583579238431686,1.3735890601640814,0.1339968309504659,-0.20119608012674517,4.317911927813082,0.5894437363713971,0.6807245917981564,245
