modelo,impulso,resposta,regime,h,lags,coef,se,pvalor,ci_low,ci_high,significativo_90,nobs,hac_maxlags
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pre_out2016,3,3,0.07734100916663422,0.1024593137759379,0.4503413544616959,-0.09118956471267617,0.24587158304594461,False,266,4
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pos_out2016,3,3,0.09673137504604057,0.07655342011250388,0.20638079491840156,-0.02918779568155122,0.22265054577363236,False,266,4
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pre_out2016,6,3,0.013145118747264206,0.1472825524291297,0.9288824151723809,-0.22911312180246013,0.25540335929698854,False,263,7
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pos_out2016,6,3,0.03952151934180392,0.09255042131981804,0.6693597361667631,-0.11271037684198565,0.1917534155255935,False,263,7
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pre_out2016,12,3,-0.04723219056357664,0.2124094450946002,0.8240306194552169,-0.39661463672617936,0.3021502555990261,False,257,13
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pos_out2016,12,3,0.06722334600377167,0.11789405877224124,0.5685411720066431,-0.12669512416377937,0.2611418161713227,False,257,13
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pre_out2016,24,3,-0.22397754657502844,0.20702368160335805,0.27929991547732946,-0.5645012001251587,0.11654610697510182,False,245,25
regimes_dln_petroleo_brl_para_ipca_geral_mensal,dln_petroleo_brl,ipca_geral_mensal,pos_out2016,24,3,-0.32887640896626635,0.22113240374366852,0.1369520882855324,-0.6926068453005368,0.03485402736800414,False,245,25
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pre_out2016,3,3,6.8593399329083695,3.7385268269619467,0.0665396538582661,0.7100105221246329,13.008669343692105,True,266,4
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pos_out2016,3,3,5.7204134381181575,4.014888896008092,0.154215041124939,-0.8834911242879446,12.32431800052426,False,266,4
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pre_out2016,6,3,2.7283973385547142,4.845892799338539,0.57341244419736,-5.242387008255304,10.699181685364731,False,263,7
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pos_out2016,6,3,1.0789464129561566,5.492436939155082,0.8442640663752252,-7.955308407215323,10.113201233127636,False,263,7
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pre_out2016,12,3,3.0227394000835375,5.952257664528113,0.6115720515918674,-6.767853207965228,12.813332008132303,False,257,13
