h,coef,se,t,pvalor,ci_low,ci_high,nobs
0,0.51685725719315,0.12189172010565852,4.240298329904003,2.2322291004772407e-05,0.3163453776193418,0.7173691367669582,266
1,0.9820802935091163,0.20678369833483812,4.749311969064726,2.041098719408368e-06,0.6419211097483075,1.322239477269925,265
2,1.2880269887324516,0.31050915969767867,4.148112699755829,3.3522737524688174e-05,0.7772394210297702,1.798814556435133,264
3,1.1937920329774205,0.34484599897601864,3.4618120451513184,0.0005365517216211898,0.6265203646618699,1.7610637012929713,263
4,1.1264364260446933,0.3720580044687026,3.0275828298688,0.002465181440990461,0.5144010086936776,1.738471843395709,262
5,1.0582476203227893,0.4564947647046023,2.3182031912404977,0.020438280686040637,0.3073137323837185,1.80918150826186,261
6,1.103309479637782,0.5697622425654163,1.9364383899326347,0.052814031457869164,0.16605059061767224,2.0405683686578917,260
7,1.190621796494447,0.6256732827334406,1.9029449224567494,0.057047732411117144,0.16138924639793717,2.2198543465909566,259
8,1.4206567277715665,0.6688697904080795,2.123966051605978,0.03367298242116044,0.32036592255027574,2.5209475329928575,258
9,1.3979300849365826,0.7219614204864246,1.9362947177907666,0.05283161537782278,0.21030354823641395,2.5855566216367514,257
10,1.5146642561158599,0.7819772346114375,1.9369672019524873,0.05274935269948662,0.22831170518004518,2.8010168070516746,256
11,1.4341514435773073,0.790638915743173,1.813914563298791,0.0696908802653227,0.1335504271797876,2.734752459974827,255
12,1.1178906062321496,0.7532435658917396,1.4841024296154681,0.1377817487677421,-0.12119505965976196,2.3569762721240615,254
13,0.9391939757616974,0.7065443689224201,1.3292781275634546,0.1837562276108634,-0.2230715111156838,2.1014594626390783,253
14,0.6597197417783813,0.6955184550155745,0.9485294560064671,0.3428599845619822,-0.4844081167222387,1.8038476002790014,252
15,0.7036281322431471,0.7276344054185889,0.9670077816597586,0.3335401435822165,-0.4933304646704316,1.9005867291567258,251
16,0.8633726190746821,0.7592774904880165,1.137097609096458,0.25549748332629585,-0.38563885277810506,2.112384090927469,250
17,0.9302760930111479,0.8092701167201638,1.1495248295852083,0.2503396343935046,-0.4009732489935215,2.2615254350158174,249
18,0.8352184387014325,0.8934482624259796,0.9348257462984643,0.3498781088490942,-0.634503952989304,2.304940830392169,248
19,0.559069042571285,0.9036619765369935,0.6186705395237997,0.5361334216387231,-0.9274549088320694,2.0455929939746396,247
20,0.20569933087561837,0.9276220479059771,0.22174907478748052,0.8245092248542945,-1.3202389379297141,1.7316375996809508,246
21,0.050113193101248295,0.9479837155513349,0.0528629261021674,0.9578411237570749,-1.5093200189806975,1.6095464051831943,245
22,0.06004605518597761,0.9838488783054838,0.061031787005131274,0.9513338938638655,-1.5583853496265434,1.6784774599984986,244
23,0.28856683671880096,0.9470218500121019,0.30470979810562276,0.7605871864792251,-1.2692841065511067,1.8464177799887087,243
24,0.09062449814859676,0.940836230692968,0.09632335064504027,0.9232637661795362,-1.4570511013413354,1.6383000976385291,242
